product_id,product_name,description,unit_of_measure,category_id,supplier_id,reorder_level,unit_price,image_path,is_active,
10017,Upon Milk,Upon Milk description,kg,1010,1084,20,219.75,img/no-image-available.jpg,TRUE,"{10017,""Upon Milk"",""Upon Milk description"",""kg"",1010,1084,20,219.75,""img/no-image-available.jpg"",true},"
10018,We Detergent,We Detergent description,kg,1019,1031,48,112.95,img/no-image-available.jpg,TRUE,"{10018,""We Detergent"",""We Detergent description"",""kg"",1019,1031,48,112.95,""img/no-image-available.jpg"",true},"
10019,Civil Detergent,Civil Detergent description,liters,1002,1038,14,160.5,img/no-image-available.jpg,TRUE,"{10019,""Civil Detergent"",""Civil Detergent description"",""liters"",1002,1038,14,160.5,""img/no-image-available.jpg"",true},"
10020,Value Soap,Value Soap description,pcs,1018,1058,42,156.99,img/no-image-available.jpg,TRUE,"{10020,""Value Soap"",""Value Soap description"",""pcs"",1018,1058,42,156.99,""img/no-image-available.jpg"",true},"
10021,Man Rice,Man Rice description,pcs,1020,1071,35,10.77,img/no-image-available.jpg,TRUE,"{10021,""Man Rice"",""Man Rice description"",""pcs"",1020,1071,35,10.77,""img/no-image-available.jpg"",true},"
10022,Well Cereal,Well Cereal description,kg,1019,1078,12,341.6,img/no-image-available.jpg,TRUE,"{10022,""Well Cereal"",""Well Cereal description"",""kg"",1019,1078,12,341.6,""img/no-image-available.jpg"",true},"
10023,Decade Rice,Decade Rice description,liters,1015,1037,37,35.48,img/no-image-available.jpg,TRUE,"{10023,""Decade Rice"",""Decade Rice description"",""liters"",1015,1037,37,35.48,""img/no-image-available.jpg"",true},"
10024,Director Bread,Director Bread description,kg,1008,1024,35,358.49,img/no-image-available.jpg,TRUE,"{10024,""Director Bread"",""Director Bread description"",""kg"",1008,1024,35,358.49,""img/no-image-available.jpg"",true},"
10025,They Soap,They Soap description,liters,1007,1099,46,158.34,img/no-image-available.jpg,TRUE,"{10025,""They Soap"",""They Soap description"",""liters"",1007,1099,46,158.34,""img/no-image-available.jpg"",true},"
10026,Any Toothpaste,Any Toothpaste description,kg,1014,1001,13,494.34,img/no-image-available.jpg,TRUE,"{10026,""Any Toothpaste"",""Any Toothpaste description"",""kg"",1014,1001,13,494.34,""img/no-image-available.jpg"",true},"
10027,Bill Cereal,Bill Cereal description,pcs,1019,1089,49,474.41,img/no-image-available.jpg,TRUE,"{10027,""Bill Cereal"",""Bill Cereal description"",""pcs"",1019,1089,49,474.41,""img/no-image-available.jpg"",true},"
10028,Across Soda,Across Soda description,pcs,1003,1023,41,116.72,img/no-image-available.jpg,TRUE,"{10028,""Across Soda"",""Across Soda description"",""pcs"",1003,1023,41,116.72,""img/no-image-available.jpg"",true},"
10029,Bar Soap,Bar Soap description,kg,1019,1098,15,135.03,img/no-image-available.jpg,TRUE,"{10029,""Bar Soap"",""Bar Soap description"",""kg"",1019,1098,15,135.03,""img/no-image-available.jpg"",true},"
10030,Administration Bread,Administration Bread description,kg,1014,1012,32,340.41,img/no-image-available.jpg,TRUE,"{10030,""Administration Bread"",""Administration Bread description"",""kg"",1014,1012,32,340.41,""img/no-image-available.jpg"",true},"
10031,Agree Juice,Agree Juice description,pcs,1017,1045,46,382.95,img/no-image-available.jpg,TRUE,"{10031,""Agree Juice"",""Agree Juice description"",""pcs"",1017,1045,46,382.95,""img/no-image-available.jpg"",true},"
10032,Apply Cereal,Apply Cereal description,liters,1007,1049,22,379.05,img/no-image-available.jpg,TRUE,"{10032,""Apply Cereal"",""Apply Cereal description"",""liters"",1007,1049,22,379.05,""img/no-image-available.jpg"",true},"
10033,Would Chicken,Would Chicken description,kg,1015,1014,15,156.39,img/no-image-available.jpg,TRUE,"{10033,""Would Chicken"",""Would Chicken description"",""kg"",1015,1014,15,156.39,""img/no-image-available.jpg"",true},"
10034,Fish Rice,Fish Rice description,kg,1003,1088,17,89.13,img/no-image-available.jpg,TRUE,"{10034,""Fish Rice"",""Fish Rice description"",""kg"",1003,1088,17,89.13,""img/no-image-available.jpg"",true},"
10035,Country Cereal,Country Cereal description,liters,1012,1066,32,305.27,img/no-image-available.jpg,TRUE,"{10035,""Country Cereal"",""Country Cereal description"",""liters"",1012,1066,32,305.27,""img/no-image-available.jpg"",true},"
10036,Candidate Toothpaste,Candidate Toothpaste description,kg,1010,1026,30,287.87,img/no-image-available.jpg,TRUE,"{10036,""Candidate Toothpaste"",""Candidate Toothpaste description"",""kg"",1010,1026,30,287.87,""img/no-image-available.jpg"",true},"
10037,We Rice,We Rice description,liters,1020,1013,17,462.75,img/no-image-available.jpg,TRUE,"{10037,""We Rice"",""We Rice description"",""liters"",1020,1013,17,462.75,""img/no-image-available.jpg"",true},"
10038,High Soap,High Soap description,pcs,1006,1097,26,33.95,img/no-image-available.jpg,TRUE,"{10038,""High Soap"",""High Soap description"",""pcs"",1006,1097,26,33.95,""img/no-image-available.jpg"",true},"
10039,World Cereal,World Cereal description,pcs,1014,1048,25,153.2,img/no-image-available.jpg,TRUE,"{10039,""World Cereal"",""World Cereal description"",""pcs"",1014,1048,25,153.2,""img/no-image-available.jpg"",true},"
10040,From Rice,From Rice description,liters,1013,1034,48,165.18,img/no-image-available.jpg,TRUE,"{10040,""From Rice"",""From Rice description"",""liters"",1013,1034,48,165.18,""img/no-image-available.jpg"",true},"
10041,Face Cereal,Face Cereal description,pcs,1018,1019,29,183.27,img/no-image-available.jpg,TRUE,"{10041,""Face Cereal"",""Face Cereal description"",""pcs"",1018,1019,29,183.27,""img/no-image-available.jpg"",true},"
10042,Number Juice,Number Juice description,liters,1018,1050,13,445.92,img/no-image-available.jpg,TRUE,"{10042,""Number Juice"",""Number Juice description"",""liters"",1018,1050,13,445.92,""img/no-image-available.jpg"",true},"
10043,Professional Detergent,Professional Detergent description,pcs,1004,1096,12,92.08,img/no-image-available.jpg,TRUE,"{10043,""Professional Detergent"",""Professional Detergent description"",""pcs"",1004,1096,12,92.08,""img/no-image-available.jpg"",true},"
10044,Plant Chicken,Plant Chicken description,kg,1007,1002,30,397.32,img/no-image-available.jpg,TRUE,"{10044,""Plant Chicken"",""Plant Chicken description"",""kg"",1007,1002,30,397.32,""img/no-image-available.jpg"",true},"
10045,Focus Soda,Focus Soda description,pcs,1010,1031,34,279.9,img/no-image-available.jpg,TRUE,"{10045,""Focus Soda"",""Focus Soda description"",""pcs"",1010,1031,34,279.9,""img/no-image-available.jpg"",true},"
10046,Trade Cereal,Trade Cereal description,kg,1019,1049,10,392.81,img/no-image-available.jpg,TRUE,"{10046,""Trade Cereal"",""Trade Cereal description"",""kg"",1019,1049,10,392.81,""img/no-image-available.jpg"",true},"
10047,Dog Chicken,Dog Chicken description,pcs,1016,1022,23,171.52,img/no-image-available.jpg,TRUE,"{10047,""Dog Chicken"",""Dog Chicken description"",""pcs"",1016,1022,23,171.52,""img/no-image-available.jpg"",true},"
10048,Special Soap,Special Soap description,liters,1016,1096,16,250.31,img/no-image-available.jpg,TRUE,"{10048,""Special Soap"",""Special Soap description"",""liters"",1016,1096,16,250.31,""img/no-image-available.jpg"",true},"
10049,Candidate Cereal,Candidate Cereal description,pcs,1004,1014,28,169.46,img/no-image-available.jpg,TRUE,"{10049,""Candidate Cereal"",""Candidate Cereal description"",""pcs"",1004,1014,28,169.46,""img/no-image-available.jpg"",true},"
10050,Thing Bread,Thing Bread description,liters,1005,1023,43,313.91,img/no-image-available.jpg,TRUE,"{10050,""Thing Bread"",""Thing Bread description"",""liters"",1005,1023,43,313.91,""img/no-image-available.jpg"",true},"
10051,Big Milk,Big Milk description,pcs,1017,1058,34,254.64,img/no-image-available.jpg,TRUE,"{10051,""Big Milk"",""Big Milk description"",""pcs"",1017,1058,34,254.64,""img/no-image-available.jpg"",true},"
10052,Response Bread,Response Bread description,pcs,1002,1060,47,332.97,img/no-image-available.jpg,TRUE,"{10052,""Response Bread"",""Response Bread description"",""pcs"",1002,1060,47,332.97,""img/no-image-available.jpg"",true},"
10053,Produce Rice,Produce Rice description,kg,1014,1032,11,61.9,img/no-image-available.jpg,TRUE,"{10053,""Produce Rice"",""Produce Rice description"",""kg"",1014,1032,11,61.9,""img/no-image-available.jpg"",true},"
10054,Fine Soda,Fine Soda description,liters,1018,1086,13,272.93,img/no-image-available.jpg,TRUE,"{10054,""Fine Soda"",""Fine Soda description"",""liters"",1018,1086,13,272.93,""img/no-image-available.jpg"",true},"
10055,Ever Chicken,Ever Chicken description,liters,1002,1022,33,246.5,img/no-image-available.jpg,TRUE,"{10055,""Ever Chicken"",""Ever Chicken description"",""liters"",1002,1022,33,246.5,""img/no-image-available.jpg"",true},"
10056,Through Detergent,Through Detergent description,kg,1014,1018,18,100.19,img/no-image-available.jpg,TRUE,"{10056,""Through Detergent"",""Through Detergent description"",""kg"",1014,1018,18,100.19,""img/no-image-available.jpg"",true},"
10057,Total Rice,Total Rice description,liters,1005,1094,22,293.03,img/no-image-available.jpg,TRUE,"{10057,""Total Rice"",""Total Rice description"",""liters"",1005,1094,22,293.03,""img/no-image-available.jpg"",true},"
10058,Specific Soda,Specific Soda description,kg,1006,1061,25,101.94,img/no-image-available.jpg,TRUE,"{10058,""Specific Soda"",""Specific Soda description"",""kg"",1006,1061,25,101.94,""img/no-image-available.jpg"",true},"
10059,Listen Milk,Listen Milk description,liters,1015,1095,41,60.54,img/no-image-available.jpg,TRUE,"{10059,""Listen Milk"",""Listen Milk description"",""liters"",1015,1095,41,60.54,""img/no-image-available.jpg"",true},"
10060,Value Soda,Value Soda description,pcs,1009,1056,22,246.72,img/no-image-available.jpg,TRUE,"{10060,""Value Soda"",""Value Soda description"",""pcs"",1009,1056,22,246.72,""img/no-image-available.jpg"",true},"
10061,Safe Milk,Safe Milk description,liters,1014,1026,44,112.52,img/no-image-available.jpg,TRUE,"{10061,""Safe Milk"",""Safe Milk description"",""liters"",1014,1026,44,112.52,""img/no-image-available.jpg"",true},"
10062,After Cereal,After Cereal description,liters,1006,1038,43,326.72,img/no-image-available.jpg,TRUE,"{10062,""After Cereal"",""After Cereal description"",""liters"",1006,1038,43,326.72,""img/no-image-available.jpg"",true},"
10063,Itself Detergent,Itself Detergent description,pcs,1017,1099,20,335.34,img/no-image-available.jpg,TRUE,"{10063,""Itself Detergent"",""Itself Detergent description"",""pcs"",1017,1099,20,335.34,""img/no-image-available.jpg"",true},"
10064,Step Bread,Step Bread description,pcs,1010,1019,42,179.47,img/no-image-available.jpg,TRUE,"{10064,""Step Bread"",""Step Bread description"",""pcs"",1010,1019,42,179.47,""img/no-image-available.jpg"",true},"
10065,Rest Juice,Rest Juice description,pcs,1018,1001,31,468.04,img/no-image-available.jpg,TRUE,"{10065,""Rest Juice"",""Rest Juice description"",""pcs"",1018,1001,31,468.04,""img/no-image-available.jpg"",true},"
10066,Purpose Toothpaste,Purpose Toothpaste description,pcs,1018,1036,48,190.15,img/no-image-available.jpg,TRUE,"{10066,""Purpose Toothpaste"",""Purpose Toothpaste description"",""pcs"",1018,1036,48,190.15,""img/no-image-available.jpg"",true},"
10067,Figure Milk,Figure Milk description,pcs,1002,1054,10,325.72,img/no-image-available.jpg,TRUE,"{10067,""Figure Milk"",""Figure Milk description"",""pcs"",1002,1054,10,325.72,""img/no-image-available.jpg"",true},"
10068,Staff Chicken,Staff Chicken description,kg,1014,1063,27,313.87,img/no-image-available.jpg,TRUE,"{10068,""Staff Chicken"",""Staff Chicken description"",""kg"",1014,1063,27,313.87,""img/no-image-available.jpg"",true},"
10069,Suddenly Toothpaste,Suddenly Toothpaste description,pcs,1017,1087,36,259.73,img/no-image-available.jpg,TRUE,"{10069,""Suddenly Toothpaste"",""Suddenly Toothpaste description"",""pcs"",1017,1087,36,259.73,""img/no-image-available.jpg"",true},"
10070,Yes Bread,Yes Bread description,liters,1014,1001,29,144.25,img/no-image-available.jpg,TRUE,"{10070,""Yes Bread"",""Yes Bread description"",""liters"",1014,1001,29,144.25,""img/no-image-available.jpg"",true},"
10071,North Rice,North Rice description,liters,1006,1005,13,149.96,img/no-image-available.jpg,TRUE,"{10071,""North Rice"",""North Rice description"",""liters"",1006,1005,13,149.96,""img/no-image-available.jpg"",true},"
10072,Best Milk,Best Milk description,pcs,1018,1039,25,223.27,img/no-image-available.jpg,TRUE,"{10072,""Best Milk"",""Best Milk description"",""pcs"",1018,1039,25,223.27,""img/no-image-available.jpg"",true},"
10073,South Milk,South Milk description,kg,1019,1046,15,42.38,img/no-image-available.jpg,TRUE,"{10073,""South Milk"",""South Milk description"",""kg"",1019,1046,15,42.38,""img/no-image-available.jpg"",true},"
10074,Very Toothpaste,Very Toothpaste description,liters,1014,1081,22,398.48,img/no-image-available.jpg,TRUE,"{10074,""Very Toothpaste"",""Very Toothpaste description"",""liters"",1014,1081,22,398.48,""img/no-image-available.jpg"",true},"
10075,Just Milk,Just Milk description,kg,1008,1087,33,341.13,img/no-image-available.jpg,TRUE,"{10075,""Just Milk"",""Just Milk description"",""kg"",1008,1087,33,341.13,""img/no-image-available.jpg"",true},"
10076,Ground Soda,Ground Soda description,kg,1010,1035,29,36.1,img/no-image-available.jpg,TRUE,"{10076,""Ground Soda"",""Ground Soda description"",""kg"",1010,1035,29,36.1,""img/no-image-available.jpg"",true},"
10077,Itself Milk,Itself Milk description,liters,1012,1022,48,27.11,img/no-image-available.jpg,TRUE,"{10077,""Itself Milk"",""Itself Milk description"",""liters"",1012,1022,48,27.11,""img/no-image-available.jpg"",true},"
10078,Always Bread,Always Bread description,kg,1017,1011,24,210.13,img/no-image-available.jpg,TRUE,"{10078,""Always Bread"",""Always Bread description"",""kg"",1017,1011,24,210.13,""img/no-image-available.jpg"",true},"
10079,Treat Bread,Treat Bread description,pcs,1002,1080,12,205.45,img/no-image-available.jpg,TRUE,"{10079,""Treat Bread"",""Treat Bread description"",""pcs"",1002,1080,12,205.45,""img/no-image-available.jpg"",true},"
10080,Your Soap,Your Soap description,pcs,1008,1012,33,362.34,img/no-image-available.jpg,TRUE,"{10080,""Your Soap"",""Your Soap description"",""pcs"",1008,1012,33,362.34,""img/no-image-available.jpg"",true},"
10081,How Chicken,How Chicken description,liters,1003,1077,27,60.44,img/no-image-available.jpg,TRUE,"{10081,""How Chicken"",""How Chicken description"",""liters"",1003,1077,27,60.44,""img/no-image-available.jpg"",true},"
10082,Ten Chicken,Ten Chicken description,kg,1010,1037,22,183.99,img/no-image-available.jpg,TRUE,"{10082,""Ten Chicken"",""Ten Chicken description"",""kg"",1010,1037,22,183.99,""img/no-image-available.jpg"",true},"
10083,Head Toothpaste,Head Toothpaste description,kg,1005,1042,44,273.73,img/no-image-available.jpg,TRUE,"{10083,""Head Toothpaste"",""Head Toothpaste description"",""kg"",1005,1042,44,273.73,""img/no-image-available.jpg"",true},"
10084,Station Soap,Station Soap description,kg,1006,1086,21,477.66,img/no-image-available.jpg,TRUE,"{10084,""Station Soap"",""Station Soap description"",""kg"",1006,1086,21,477.66,""img/no-image-available.jpg"",true},"
10085,Brother Soap,Brother Soap description,pcs,1004,1013,27,480.45,img/no-image-available.jpg,TRUE,"{10085,""Brother Soap"",""Brother Soap description"",""pcs"",1004,1013,27,480.45,""img/no-image-available.jpg"",true},"
10086,Live Toothpaste,Live Toothpaste description,kg,1002,1070,43,21.56,img/no-image-available.jpg,TRUE,"{10086,""Live Toothpaste"",""Live Toothpaste description"",""kg"",1002,1070,43,21.56,""img/no-image-available.jpg"",true},"
10087,Investment Juice,Investment Juice description,kg,1016,1030,37,366.75,img/no-image-available.jpg,TRUE,"{10087,""Investment Juice"",""Investment Juice description"",""kg"",1016,1030,37,366.75,""img/no-image-available.jpg"",true},"
10088,Within Cereal,Within Cereal description,liters,1001,1029,27,397.06,img/no-image-available.jpg,TRUE,"{10088,""Within Cereal"",""Within Cereal description"",""liters"",1001,1029,27,397.06,""img/no-image-available.jpg"",true},"
10089,Him Toothpaste,Him Toothpaste description,kg,1010,1071,11,241.67,img/no-image-available.jpg,TRUE,"{10089,""Him Toothpaste"",""Him Toothpaste description"",""kg"",1010,1071,11,241.67,""img/no-image-available.jpg"",true},"
10090,Machine Milk,Machine Milk description,kg,1003,1088,14,419.16,img/no-image-available.jpg,TRUE,"{10090,""Machine Milk"",""Machine Milk description"",""kg"",1003,1088,14,419.16,""img/no-image-available.jpg"",true},"
10091,Put Detergent,Put Detergent description,pcs,1016,1087,45,339.81,img/no-image-available.jpg,TRUE,"{10091,""Put Detergent"",""Put Detergent description"",""pcs"",1016,1087,45,339.81,""img/no-image-available.jpg"",true},"
10092,Body Soda,Body Soda description,liters,1014,1072,28,261.59,img/no-image-available.jpg,TRUE,"{10092,""Body Soda"",""Body Soda description"",""liters"",1014,1072,28,261.59,""img/no-image-available.jpg"",true},"
10093,Detail Juice,Detail Juice description,pcs,1015,1069,33,488.52,img/no-image-available.jpg,TRUE,"{10093,""Detail Juice"",""Detail Juice description"",""pcs"",1015,1069,33,488.52,""img/no-image-available.jpg"",true},"
10094,Prevent Milk,Prevent Milk description,liters,1012,1099,39,364.72,img/no-image-available.jpg,TRUE,"{10094,""Prevent Milk"",""Prevent Milk description"",""liters"",1012,1099,39,364.72,""img/no-image-available.jpg"",true},"
10095,Care Detergent,Care Detergent description,pcs,1014,1018,44,262.65,img/no-image-available.jpg,TRUE,"{10095,""Care Detergent"",""Care Detergent description"",""pcs"",1014,1018,44,262.65,""img/no-image-available.jpg"",true},"
10096,Argue Cereal,Argue Cereal description,liters,1017,1048,42,220.17,img/no-image-available.jpg,TRUE,"{10096,""Argue Cereal"",""Argue Cereal description"",""liters"",1017,1048,42,220.17,""img/no-image-available.jpg"",true},"
10097,Quickly Juice,Quickly Juice description,liters,1009,1057,35,15.27,img/no-image-available.jpg,TRUE,"{10097,""Quickly Juice"",""Quickly Juice description"",""liters"",1009,1057,35,15.27,""img/no-image-available.jpg"",true},"
10098,Agent Chicken,Agent Chicken description,pcs,1004,1082,21,48.15,img/no-image-available.jpg,TRUE,"{10098,""Agent Chicken"",""Agent Chicken description"",""pcs"",1004,1082,21,48.15,""img/no-image-available.jpg"",true},"
10099,Society Bread,Society Bread description,pcs,1018,1027,47,189.91,img/no-image-available.jpg,TRUE,"{10099,""Society Bread"",""Society Bread description"",""pcs"",1018,1027,47,189.91,""img/no-image-available.jpg"",true},"
10100,Fall Juice,Fall Juice description,pcs,1011,1044,45,436.08,img/no-image-available.jpg,TRUE,"{10100,""Fall Juice"",""Fall Juice description"",""pcs"",1011,1044,45,436.08,""img/no-image-available.jpg"",true},"
10101,Third Rice,Third Rice description,kg,1008,1027,25,299.97,img/no-image-available.jpg,TRUE,"{10101,""Third Rice"",""Third Rice description"",""kg"",1008,1027,25,299.97,""img/no-image-available.jpg"",true},"
10102,Address Soap,Address Soap description,liters,1004,1030,34,165.21,img/no-image-available.jpg,TRUE,"{10102,""Address Soap"",""Address Soap description"",""liters"",1004,1030,34,165.21,""img/no-image-available.jpg"",true},"
10103,On Chicken,On Chicken description,liters,1008,1049,38,188.89,img/no-image-available.jpg,TRUE,"{10103,""On Chicken"",""On Chicken description"",""liters"",1008,1049,38,188.89,""img/no-image-available.jpg"",true},"
10104,Baby Rice,Baby Rice description,kg,1011,1012,41,440.45,img/no-image-available.jpg,TRUE,"{10104,""Baby Rice"",""Baby Rice description"",""kg"",1011,1012,41,440.45,""img/no-image-available.jpg"",true},"
10105,Fill Detergent,Fill Detergent description,kg,1009,1013,41,378.15,img/no-image-available.jpg,TRUE,"{10105,""Fill Detergent"",""Fill Detergent description"",""kg"",1009,1013,41,378.15,""img/no-image-available.jpg"",true},"
10106,Important Milk,Important Milk description,kg,1017,1060,31,321.18,img/no-image-available.jpg,TRUE,"{10106,""Important Milk"",""Important Milk description"",""kg"",1017,1060,31,321.18,""img/no-image-available.jpg"",true},"
10107,Day Detergent,Day Detergent description,liters,1019,1098,35,402.6,img/no-image-available.jpg,TRUE,"{10107,""Day Detergent"",""Day Detergent description"",""liters"",1019,1098,35,402.6,""img/no-image-available.jpg"",true},"
10108,Professor Soap,Professor Soap description,liters,1006,1021,46,497.74,img/no-image-available.jpg,TRUE,"{10108,""Professor Soap"",""Professor Soap description"",""liters"",1006,1021,46,497.74,""img/no-image-available.jpg"",true},"
10109,Year Bread,Year Bread description,liters,1010,1057,48,130.39,img/no-image-available.jpg,TRUE,"{10109,""Year Bread"",""Year Bread description"",""liters"",1010,1057,48,130.39,""img/no-image-available.jpg"",true},"
10110,Assume Cereal,Assume Cereal description,kg,1015,1055,19,490.75,img/no-image-available.jpg,TRUE,"{10110,""Assume Cereal"",""Assume Cereal description"",""kg"",1015,1055,19,490.75,""img/no-image-available.jpg"",true},"
10111,Others Toothpaste,Others Toothpaste description,pcs,1015,1048,21,374.76,img/no-image-available.jpg,TRUE,"{10111,""Others Toothpaste"",""Others Toothpaste description"",""pcs"",1015,1048,21,374.76,""img/no-image-available.jpg"",true},"
10112,Country Toothpaste,Country Toothpaste description,liters,1015,1058,25,422.23,img/no-image-available.jpg,TRUE,"{10112,""Country Toothpaste"",""Country Toothpaste description"",""liters"",1015,1058,25,422.23,""img/no-image-available.jpg"",true},"
10113,Maybe Juice,Maybe Juice description,kg,1008,1018,28,141.23,img/no-image-available.jpg,TRUE,"{10113,""Maybe Juice"",""Maybe Juice description"",""kg"",1008,1018,28,141.23,""img/no-image-available.jpg"",true},"
10114,Never Detergent,Never Detergent description,kg,1001,1061,40,143.56,img/no-image-available.jpg,TRUE,"{10114,""Never Detergent"",""Never Detergent description"",""kg"",1001,1061,40,143.56,""img/no-image-available.jpg"",true},"
10115,Place Cereal,Place Cereal description,liters,1010,1050,11,41.67,img/no-image-available.jpg,TRUE,"{10115,""Place Cereal"",""Place Cereal description"",""liters"",1010,1050,11,41.67,""img/no-image-available.jpg"",true},"
10116,Difficult Bread,Difficult Bread description,pcs,1004,1083,43,24.3,img/no-image-available.jpg,TRUE,"{10116,""Difficult Bread"",""Difficult Bread description"",""pcs"",1004,1083,43,24.3,""img/no-image-available.jpg"",true},"
10117,Fast Detergent,Fast Detergent description,liters,1009,1073,18,50.47,img/no-image-available.jpg,TRUE,"{10117,""Fast Detergent"",""Fast Detergent description"",""liters"",1009,1073,18,50.47,""img/no-image-available.jpg"",true},"
10118,Good Milk,Good Milk description,pcs,1014,1056,40,484.45,img/no-image-available.jpg,TRUE,"{10118,""Good Milk"",""Good Milk description"",""pcs"",1014,1056,40,484.45,""img/no-image-available.jpg"",true},"
10119,Special Soda,Special Soda description,pcs,1011,1100,37,324.41,img/no-image-available.jpg,TRUE,"{10119,""Special Soda"",""Special Soda description"",""pcs"",1011,1100,37,324.41,""img/no-image-available.jpg"",true},"
10120,Send Rice,Send Rice description,liters,1016,1100,31,262.98,img/no-image-available.jpg,TRUE,"{10120,""Send Rice"",""Send Rice description"",""liters"",1016,1100,31,262.98,""img/no-image-available.jpg"",true},"
10121,Them Rice,Them Rice description,liters,1018,1014,20,25.05,img/no-image-available.jpg,TRUE,"{10121,""Them Rice"",""Them Rice description"",""liters"",1018,1014,20,25.05,""img/no-image-available.jpg"",true},"
10122,Thought Soap,Thought Soap description,pcs,1009,1097,27,219.53,img/no-image-available.jpg,TRUE,"{10122,""Thought Soap"",""Thought Soap description"",""pcs"",1009,1097,27,219.53,""img/no-image-available.jpg"",true},"
10123,Let Rice,Let Rice description,kg,1017,1097,24,480.95,img/no-image-available.jpg,TRUE,"{10123,""Let Rice"",""Let Rice description"",""kg"",1017,1097,24,480.95,""img/no-image-available.jpg"",true},"
10124,Event Soda,Event Soda description,pcs,1001,1033,40,194.71,img/no-image-available.jpg,TRUE,"{10124,""Event Soda"",""Event Soda description"",""pcs"",1001,1033,40,194.71,""img/no-image-available.jpg"",true},"
10125,Rest Milk,Rest Milk description,liters,1010,1065,41,277.59,img/no-image-available.jpg,TRUE,"{10125,""Rest Milk"",""Rest Milk description"",""liters"",1010,1065,41,277.59,""img/no-image-available.jpg"",true},"
10126,Wall Chicken,Wall Chicken description,pcs,1001,1089,26,44.54,img/no-image-available.jpg,TRUE,"{10126,""Wall Chicken"",""Wall Chicken description"",""pcs"",1001,1089,26,44.54,""img/no-image-available.jpg"",true},"
